pedido_id,cliente_id,categoria,produto,preco_unitario,quantidade,data_pedido,estado,canal_aquisicao,status_pedido,avaliacao
PED100848,CLI1364,Beleza,Kit Skincare,81.36,2,2025-03-06,RJ,,Em transporte,4.0
PED101243,CLI2135,Livros,Biografia,60.35,1,28-04-2025,GO,,Entregue,4.0
PED104174,CLI2500,Beleza,Perfume,38.16,2,2025-03-14,PA,Indicação,entregue,
PED103045,CLI1533,Beleza,Perfume,58.91,1,2025-03-26,GO,E-mail Marketing,Devolvido,3.0
PED101180,CLI1028,Beleza,Perfume,71.92,1,26-06-2025,PA,E-mail Marketing,Entregue,3.0
PED103460,CLI2611,Beleza,Kit Skincare,58.99,2,02/02/2025,PA,Indicação,Entregue,5.0
PED102371,CLI2919,Esporte,Tênis de Corrida,138.45,2,2025-08-08,RJ,Google Ads,entregue,5.0
PED100002,CLI2267,Eletrônicos,Fone Bluetooth,40.24,1,2025-08-27,MG,Google Ads,entregue,2.0
PED104983,CLI1172,Beleza,Perfume,68.1,1,04-03-2025,RS,Orgânico,Em transporte,4.0
PED101755,CLI1390,Esporte,Kit Halteres,58.23,2,2025-03-08,PA,Google Ads,Entregue,4.0
PED104011,CLI1720,Eletrônicos,Carregador USB-C,116.27,1,2025-03-08,SP,Instagram Ads,Entregue,
PED101048,CLI1300,Livros,Livro de Autoajuda,49.0,1,06-04-2025,PE,E-mail Marketing,Entregue,5.0
PED101418,CLI1831,Eletrônicos,Mouse Gamer,158.41,1,28-03-2025,GO,Orgânico,Entregue,4.0
PED104839,CLI1084,Moda,Jaqueta Jeans,79.91,1,2025-01-27,BA,Google Ads,Entregue,
PED100862,CLI2618,Esporte,Tênis de Corrida,107.67,2,13-12-2025,GO,Instagram Ads,Devolvido,4.0
PED103863,CLI2816,Casa e Decoração,Tapete,114.13,1,14/06/2025,MG,Indicação,Entregue,5.0
PED104471,CLI1556,Casa e Decoração,Vaso Decorativo,92.69,2,13-04-2025,RS,Instagram Ads,Entregue,
PED102551,CLI1998,Livros,Livro de Autoajuda,42.73,2,14-01-2025,PR,Indicação,Entregue,4.0
PED100925,CLI2024,Esporte,Colchonete Yoga,110.27,1,2025-05-03,AM,Orgânico,Em transporte,
PED102431,CLI1847,Moda,Jaqueta Jeans,111.56,1,15-07-2025,SP,Instagram Ads,Em transporte,5.0
PED103797,CLI1066,Moda,Tênis Casual,94.82,1,28-02-2025,CE,Instagram Ads,Entregue,1.0
PED100310,CLI1715,Esporte,Kit Halteres,118.67,1,2025-01-03,CE,E-mail Marketing,Entregue,5.0
PED101618,CLI1005,Moda,Bermuda,30.15,1,15-04-2025,DF,Orgânico,Cancelado,4.0
PED101092,CLI2667,Livros,Biografia,44.82,1,12/03/2025,RJ,Google Ads,Devolvido,4.0
PED101940,CLI1239,Livros,Livro de Autoajuda,52.02,1,24-01-2025,CE,Instagram Ads,Entregue,4.0
PED103825,CLI1068,Eletrônicos,Mouse Gamer,88.1,1,20/03/2025,MG,,Entregue,4.0
PED101229,CLI2933,Moda,Boné  ,108.38,1,09-11-2025,RS,,Em transporte,4.0
PED104837,CLI1159,Moda,Bermuda,82.24,2,2025-01-07,SP,Google Ads,Entregue,4.0
PED101733,CLI1682,Livros,Livro Técnico,45.38,2,2025-07-14,SC,Orgânico,Cancelado,3.0
PED100503,CLI2951,Eletrônicos,Carregador USB-C,64.04,1,02-01-2025,RJ,E-mail Marketing,entregue,
PED103750,CLI2440,Moda,Boné,104.45,1,02-02-2025,CE,Instagram Ads,Entregue,4.0
PED103063,CLI1052,Esporte,Tênis de Corrida,136.04,1,2025-09-04,GO,,Entregue,4.0
PED102622,CLI2234,Casa e Decoração,Jogo de Panelas,75.04,1,05-02-2025,RS,Google Ads,Entregue,1.0
PED101393,CLI2167,Esporte,Colchonete Yoga,115.66,1,2025-08-25,SP,,Entregue,
PED102834,CLI2022,Moda,Boné,138.41,2,09/10/2025,RJ,Indicação,Entregue,5.0
PED102405,CLI2344,Casa e Decoração,Vaso Decorativo,56.25,1,02-03-2025,PR,E-mail Marketing,Cancelado,5.0
PED103009,CLI1747,Livros,Livro de Autoajuda,36.18,1,02/01/2025,MG,,Entregue,5.0
PED104122,CLI2737,Esporte,Bicicleta Ergométrica,102.16,2,02-01-2025,BA,Google Ads,Devolvido,5.0
PED100762,CLI2320,Casa e Decoração,Vaso Decorativo,106.35,1,07-07-2025,SC,Google Ads,Devolvido,3.0
PED103890,CLI2532,Moda,Boné,76.42,1,2025-04-05,DF,Instagram Ads,Em transporte,4.0
PED104499,CLI1338,Casa e Decoração,Tapete,54.59,1,05-02-2025,MG,,ENTREGUE,
PED100966,CLI2314,Eletrônicos,Caixa de Som,195.46,1,31-08-2025,CE,Instagram Ads,Em transporte,1.0
PED103314,CLI2209,Esporte,Kit Halteres,113.3,5,24-01-2025,PE,Google Ads,ENTREGUE,5.0
PED103441,CLI1736,Livros,Quadrinhos,37.19,1,18-01-2025,SC,Google Ads,Em transporte,
PED100682,CLI2201,Eletrônicos,Caixa de Som,110.11,1,13-01-2025,RJ,Indicação,Entregue,4.0
PED102546,CLI2688,Casa e Decoração,Vaso Decorativo,94.75,1,2025-04-24,CE,Orgânico,Devolvido,3.0
PED100991,CLI1077,Casa e Decoração,Vaso Decorativo,69.54,1,2025-03-15,SC,Orgânico,Entregue,5.0
PED100914,CLI2521,Esporte,Kit Halteres,107.52,1,16-05-2025,GO,Orgânico,Entregue,3.0
PED104253,CLI2445,Livros,Livro de Autoajuda,47.03,1,16-02-2025,RS,,Em transporte,4.0
PED104546,CLI1133,Eletrônicos,Carregador USB-C,121.88,2,2025-04-05,BA,Instagram Ads,Entregue,5.0
PED100185,CLI2872,Esporte,Tênis de Corrida,140.76,1,08-10-2025,RS,Google Ads,Em transporte,5.0
PED100922,CLI2975,Moda,Boné,109.1,1,24-02-2025,PA,Instagram Ads,Em transporte,5.0
PED104477,CLI1599,Beleza,Secador de Cabelo,59.7,2,26-02-2025,PE,Orgânico,Entregue,4.0
PED104170,CLI1334,Esporte,Bicicleta Ergométrica,93.33,1,03-05-2025,DF,,Entregue,5.0
PED103556,CLI1650,Casa e Decoração,Vaso Decorativo,65.62,1,09-03-2025,PR,Google Ads,Entregue,4.0
PED101619,CLI1289,Esporte,Garrafa Térmica,185.33,1,13/01/2025,PA,,Cancelado,4.0
PED101830,CLI2355,Casa e Decoração,Tapete,108.76,1,30/03/2025,MG,Orgânico,Entregue,5.0
PED102484,CLI1431,Beleza,Base Líquida,55.43,2,2025-04-11,AM,Orgânico,Em transporte,4.0
PED103148,CLI1857,Casa e Decoração,Jogo de Panelas,79.26,1,2025-09-10,MG,Orgânico,ENTREGUE,5.0
PED100740,CLI2690,Esporte,Bicicleta Ergométrica,114.45,5,07-01-2025,MG,E-mail Marketing,entregue,3.0
PED104513,CLI2905,Casa e Decoração,Luminária LED,66.2,1,20-04-2025,RJ,Orgânico,Entregue,5.0
PED100971,CLI1835,Beleza,Secador de Cabelo,61.43,1,28-01-2025,PA,Instagram Ads,Devolvido,5.0
PED102564,CLI1457,Casa e Decoração,Jogo de Panelas,107.45,1,03/01/2025,RJ,Indicação,Entregue,
PED103962,CLI1354,Livros,Romance Best-seller,35.08,1,18-10-2025,SC,Orgânico,Entregue,4.0
PED101116,CLI1560,Casa e Decoração,Luminária LED,85.23,1,14/12/2025,SP,Google Ads,Entregue,4.0
PED100156,CLI2826,Livros,Quadrinhos,49.93,1,24-03-2025,RS,E-mail Marketing,ENTREGUE,5.0
PED102467,CLI1891,Casa e Decoração,Vaso Decorativo,118.36,2,09-05-2025,DF,Orgânico,Entregue,4.0
PED103860,CLI1684,Esporte,Kit Halteres,84.07,1,2025-01-20,DF,E-mail Marketing,Entregue,4.0
PED100831,CLI1552,Moda,Boné,79.81,1,04-01-2025,PA,Orgânico,Entregue,4.0
PED100835,CLI1763,Moda,Boné,70.79,2,2025-01-05,GO,E-mail Marketing,Entregue,5.0
PED102825,CLI1806,Beleza,Protetor Solar,71.06,1,04/01/2025,RJ,Orgânico,Em transporte,
PED100502,CLI2683,Eletrônicos,Fone Bluetooth,111.7,2,20-04-2025,MG,Google Ads,Entregue,4.0
PED100989,CLI2513,Livros,Biografia,72.12,2,2025-05-12,BA,Orgânico,Entregue,5.0
PED103937,CLI1605,Beleza,Protetor Solar,59.31,1,12-07-2025,GO,Instagram Ads,Em transporte,4.0
PED100923,CLI1461,Beleza,Protetor Solar,43.18,2,2025-07-08,BA,Google Ads,Entregue,5.0
PED102044,CLI1560,Eletrônicos,Mouse Gamer,81.49,1,23/03/2025,SP,Indicação,Em transporte,5.0
PED101980,CLI2999,Esporte,Colchonete Yoga,73.78,1,11-01-2025,RJ,Instagram Ads,Entregue,4.0
PED100249,CLI1891,Livros,Livro Técnico,33.79,2,17/04/2025,MG,Google Ads,Em transporte,3.0
PED103911,CLI2657,Livros,Livro de Autoajuda,53.79,2,2025-03-03,SP,Google Ads,Em transporte,3.0
PED102683,CLI1200,Livros,Quadrinhos,67.19,1,12-04-2025,SC,Instagram Ads,ENTREGUE,2.0
PED101346,CLI1358,Beleza,Perfume,54.4,2,12-04-2025,GO,Orgânico,Entregue,3.0
PED104680,CLI1994,Livros,Quadrinhos,52.76,1,09-05-2025,SP,Instagram Ads,Em transporte,
PED104384,CLI2398,Livros,Quadrinhos,67.91,1,2025-01-13,CE,Google Ads,entregue,5.0
PED103653,CLI2737,Livros,Romance Best-seller,29.92,2,15/04/2025,CE,Google Ads,Entregue,2.0
PED100355,CLI2723,Esporte,Kit Halteres  ,127.91,5,09/02/2025,RJ,Indicação,entregue,
PED100744,CLI2786,Beleza,Protetor Solar,75.99,3,14/02/2025,PR,Instagram Ads,Entregue,
PED100844,CLI2934,Moda,Tênis Casual,87.99,1,2025-05-14,PE,Orgânico,Em transporte,5.0
PED100723,CLI1178,Casa e Decoração,Almofada,97.72,1,2025-01-14,GO,E-mail Marketing,Entregue,5.0
PED101976,CLI2300,Moda,Tênis Casual,81.72,1,26-03-2025,SC,Indicação,Em transporte,3.0
PED102955,CLI2553,Livros,Livro de Autoajuda,39.45,2,25/03/2025,DF,E-mail Marketing,Entregue,5.0
PED102214,CLI2070,Livros,Biografia,37.33,2,07-03-2025,SC,Instagram Ads,Entregue,
PED103648,CLI2933,Livros,Quadrinhos,38.78,2,05-03-2025,PR,E-mail Marketing,Em transporte,
PED103870,CLI1252,Esporte,Bicicleta Ergométrica,153.03,1,19-02-2025,DF,Orgânico,Entregue,5.0
PED103292,CLI1434,Eletrônicos,Fone Bluetooth,85.01,3,15-01-2025,GO,E-mail Marketing,Entregue,4.0
PED104637,CLI1845,Casa e Decoração,Luminária LED,56.9,2,2025-02-28,RJ,Instagram Ads,Entregue,4.0
PED101258,CLI1323,Eletrônicos,Caixa de Som,179.4,1,2025-03-18,PE,Orgânico,entregue,5.0
PED102988,CLI2869,Casa e Decoração,Vaso Decorativo,44.87,1,16-05-2025,SP,Google Ads,Entregue,1.0
PED100085,CLI2181,Livros,Romance Best-seller,68.82,1,27-02-2025,CE,Instagram Ads,Entregue,
PED100746,CLI2713,Moda,Boné,83.48,2,2025-10-29,AM,Orgânico,Entregue,4.0
PED101867,CLI2961,Esporte,Garrafa Térmica  ,117.06,1,04-07-2025,AM,Instagram Ads,Entregue,3.0
PED101315,CLI2443,Beleza,Protetor Solar,27.73,1,19-06-2025,DF,Orgânico,Entregue,
PED103898,CLI2235,Moda,Bermuda,68.4,2,30/01/2025,SC,Google Ads,Entregue,5.0
PED100962,CLI1461,Eletrônicos,Mouse Gamer,162.65,1,2025-02-11,RS,E-mail Marketing,Devolvido,1.0
PED100265,CLI2179,Livros,Biografia,45.26,1,03/01/2025,PR,Google Ads,Entregue,5.0
PED102428,CLI2196,Eletrônicos,Caixa de Som,125.59,1,30/05/2025,SP,,Devolvido,5.0
PED104116,CLI2964,Beleza,Base Líquida,61.32,2,31-01-2025,DF,Orgânico,Devolvido,4.0
PED103086,CLI1142,Casa e Decoração,Almofada,77.36,1,26-01-2025,DF,Instagram Ads,Entregue,
PED103139,CLI2111,Casa e Decoração,Vaso Decorativo,92.17,1,10-02-2025,SP,Instagram Ads,Em transporte,
PED102069,CLI1526,Moda,Bermuda,64.05,1,30-01-2025,BA,,Entregue,5.0
PED104202,CLI1791,Livros,Livro de Autoajuda,26.94,2,08-03-2025,CE,Google Ads,Entregue,
PED101800,CLI1493,Livros,Biografia,50.37,1,2025-10-16,CE,Orgânico,Entregue,1.0
PED102235,CLI2498,Esporte,Kit Halteres,117.04,2,13-05-2025,AM,Google Ads,Em transporte,4.0
PED103543,CLI2149,Beleza,Base Líquida,52.79,1,23-04-2025,DF,Orgânico,Entregue,5.0
PED103062,CLI2966,Beleza,Protetor Solar,16.56,2,06/03/2025,RS,Orgânico,Entregue,5.0
PED102212,CLI1222,Eletrônicos,Caixa de Som,147.37,1,25-07-2025,SC,,Entregue,5.0
PED104980,CLI1345,Casa e Decoração,Almofada,66.2,2,04-02-2025,SP,Google Ads,Entregue,5.0
PED104266,CLI2132,Livros,Livro de Autoajuda,52.93,1,24-02-2025,SP,Google Ads,Em transporte,5.0
PED104822,CLI2464,Moda,Bermuda,119.68,2,2025-06-03,PA,E-mail Marketing,entregue,
PED101985,CLI2692,Livros,Livro de Autoajuda,65.48,1,2025-02-21,GO,Orgânico,Em transporte,5.0
PED101371,CLI1988,Beleza,Kit Skincare,51.12,1,30-09-2025,PA,Orgânico,entregue,
PED102122,CLI1912,Esporte,Colchonete Yoga,121.85,1,01-01-2025,SP,Indicação,entregue,4.0
PED103907,CLI2755,Eletrônicos,Smartwatch,144.17,1,22-01-2025,PE,Google Ads,Entregue,4.0
PED104911,CLI2248,Eletrônicos,Fone Bluetooth,154.85,1,17-09-2025,PR,Instagram Ads,Devolvido,
PED102057,CLI1156,Eletrônicos,Carregador USB-C,177.2,2,14-02-2025,AM,Indicação,Entregue,
PED104909,CLI2678,Livros,Livro Técnico,51.09,2,27-10-2025,DF,Orgânico,Entregue,
PED103947,CLI1799,Esporte,Kit Halteres,119.36,3,17-06-2025,PR,Orgânico,Entregue,2.0
PED102058,CLI1902,Eletrônicos,Mouse Gamer,101.59,1,11-02-2025,DF,Orgânico,Em transporte,
PED103711,CLI1361,Moda,Jaqueta Jeans,49.98,2,25-08-2025,SP,Orgânico,Em transporte,3.0
PED102904,CLI1638,Beleza,Protetor Solar,67.69,1,07-02-2025,DF,Instagram Ads,ENTREGUE,5.0
PED103838,CLI1204,Moda,Bermuda,71.62,1,17-01-2025,CE,Orgânico,Entregue,
PED104591,CLI2859,Livros,Romance Best-seller,30.22,1,2025-01-14,SC,Instagram Ads,Entregue,5.0
PED100068,CLI1600,Esporte,Kit Halteres,98.6,1,30-01-2025,GO,,Em transporte,4.0
PED100284,CLI2947,Casa e Decoração,Almofada,81.67,1,02-03-2025,SP,Google Ads,Entregue,2.0
PED100095,CLI1687,Moda,Boné,102.4,1,04/03/2025,PE,Google Ads,Entregue,4.0
PED104887,CLI1538,Livros,Quadrinhos,44.37,2,2025-02-18,SP,,Entregue,
PED102664,CLI1947,Livros,Livro Técnico,41.71,1,2025-09-05,SP,Instagram Ads,Entregue,
PED103955,CLI2243,Casa e Decoração,Luminária LED,52.62,1,07-02-2025,PE,Orgânico,Entregue,
PED103442,CLI1362,Casa e Decoração,Jogo de Panelas,126.3,2,22-01-2025,AM,Instagram Ads,Entregue,5.0
PED104355,CLI2020,Livros,Livro Técnico,57.65,1,27/02/2025,SP,Google Ads,Devolvido,4.0
PED101607,CLI2686,Esporte,Kit Halteres,122.55,2,17/01/2025,PA,Instagram Ads,Cancelado,5.0
PED102649,CLI2453,Beleza,Kit Skincare,98.37,1,23-09-2025,SC,Instagram Ads,Entregue,2.0
PED102280,CLI2334,Casa e Decoração,Almofada,94.45,1,26/06/2025,DF,,Entregue,4.0
PED102521,CLI1380,Moda,Bermuda,95.08,1,19-07-2025,BA,Instagram Ads,Entregue,
PED103613,CLI2148,Beleza,Kit Skincare,62.48,5,08-05-2025,SP,Google Ads,Devolvido,3.0
PED101284,CLI1434,Esporte,Colchonete Yoga,,1,15-02-2025,CE,Orgânico,Entregue,
PED104022,CLI2528,Beleza,Base Líquida,42.68,1,13-03-2025,PE,E-mail Marketing,Entregue,5.0
PED102003,CLI2743,Esporte,Garrafa Térmica,119.71,1,2025-10-23,CE,Google Ads,Devolvido,3.0
PED102153,CLI2534,Esporte,Tênis de Corrida,126.72,2,05-12-2025,RS,Indicação,ENTREGUE,4.0
PED103764,CLI1878,Moda,Camiseta Básica,51.48,1,25-09-2025,RS,Orgânico,Devolvido,5.0
PED102239,CLI2749,Beleza,Base Líquida,47.04,1,2025-03-11,PA,E-mail Marketing,Devolvido,3.0
PED103932,CLI1979,Beleza,Secador de Cabelo,77.79,1,14-01-2025,RS,Orgânico,Entregue,4.0
PED104388,CLI2594,Moda,Bermuda,132.07,1,09/03/2025,RS,,Entregue,4.0
PED104151,CLI1047,Livros,Romance Best-seller,59.19,1,10-08-2025,PA,Instagram Ads,entregue,3.0
PED100043,CLI1189,Beleza,Perfume,84.48,2,30-08-2025,MG,Orgânico,Entregue,4.0
PED103956,CLI2744,Esporte,Kit Halteres,190.45,1,07-04-2025,AM,Google Ads,Entregue,3.0
PED102802,CLI2338,Beleza,Kit Skincare,43.22,1,2025-02-16,PE,Orgânico,Cancelado,3.0
PED103089,CLI1939,Eletrônicos,Fone Bluetooth,192.71,2,2025-10-10,BA,Instagram Ads,Cancelado,4.0
PED104676,CLI2818,Beleza,Protetor Solar,73.93,1,2025-01-25,PA,Instagram Ads,Entregue,5.0
PED104593,CLI1623,Moda,Tênis Casual,44.11,2,03-04-2025,RS,Orgânico,Entregue,
PED104333,CLI2389,Eletrônicos,Smartwatch,115.78,1,15-07-2025,CE,E-mail Marketing,Cancelado,2.0
PED101809,CLI1570,Casa e Decoração,Almofada,109.21,1,2025-03-11,DF,Instagram Ads,Entregue,4.0
PED101003,CLI1201,Beleza,Base Líquida,87.68,2,10/04/2025,RS,Indicação,entregue,5.0
PED103859,CLI1359,Beleza,Kit Skincare,55.62,2,21-08-2025,PA,Instagram Ads,Entregue,5.0
PED102393,CLI1544,Beleza,Protetor Solar  ,61.36,3,15-01-2025,RJ,Orgânico,Entregue,
PED101076,CLI1581,Moda,Jaqueta Jeans,131.37,1,29-10-2025,AM,Instagram Ads,Em transporte,3.0
PED104871,CLI2301,Casa e Decoração,Jogo de Panelas,82.44,1,16/10/2025,SC,,Cancelado,3.0
PED103855,CLI1805,Esporte,Colchonete Yoga,116.89,1,30-01-2025,DF,Google Ads,Entregue,2.0
PED103412,CLI1548,Esporte,Bicicleta Ergométrica,51.84,1,16-08-2025,MG,Google Ads,Entregue,4.0
PED104374,CLI2966,Beleza,Secador de Cabelo,72.42,1,2025-09-24,PR,Google Ads,Entregue,
PED100300,CLI1311,Eletrônicos,Carregador USB-C,186.4,1,29/09/2025,AM,Instagram Ads,entregue,4.0
PED102898,CLI1669,Beleza,Protetor Solar,80.28,1,06-04-2025,PR,Orgânico,entregue,
PED102507,CLI1708,Livros,Livro de Autoajuda,44.55,1,31-07-2025,PE,Google Ads,Em transporte,2.0
PED100942,CLI1693,Eletrônicos,Carregador USB-C,109.46,1,06-05-2025,PE,Google Ads,Entregue,4.0
PED104445,CLI2118,Casa e Decoração,Tapete,67.55,5,01-01-2025,PR,Google Ads,Entregue,5.0
PED102370,CLI1635,Eletrônicos,Caixa de Som,193.32,1,12/01/2025,DF,Indicação,Entregue,4.0
PED101259,CLI2324,Moda,Jaqueta Jeans,84.88,3,2025-07-12,BA,,Entregue,4.0
PED104448,CLI1248,Casa e Decoração,Luminária LED,63.16,1,11-09-2025,SC,,Entregue,5.0
PED102522,CLI2431,Casa e Decoração,Luminária LED,83.38,1,2025-11-06,RS,Instagram Ads,ENTREGUE,2.0
PED103156,CLI1218,Beleza,Kit Skincare,10.0,1,16-03-2025,PR,Orgânico,Entregue,5.0
PED104101,CLI2109,Beleza,Kit Skincare,55.5,1,24-07-2025,DF,Orgânico,entregue,4.0
PED100841,CLI2783,Casa e Decoração,Almofada,46.23,2,20-04-2025,SC,Orgânico,Entregue,
PED101868,CLI1823,Livros,Livro de Autoajuda,31.09,2,25-07-2025,RS,Instagram Ads,Entregue,
PED100326,CLI2087,Casa e Decoração,Tapete,67.53,1,30/08/2025,RS,Instagram Ads,Em transporte,4.0
PED102436,CLI2189,Esporte,Garrafa Térmica  ,135.87,2,2025-09-19,BA,E-mail Marketing,entregue,4.0
PED103208,CLI1423,Esporte,Garrafa Térmica,90.0,1,2025-07-20,MG,Orgânico,ENTREGUE,1.0
PED104754,CLI2497,Eletrônicos,Fone Bluetooth,123.57,1,27-05-2025,SC,Orgânico,Em transporte,2.0
PED101464,CLI2706,Casa e Decoração,Almofada,74.48,1,09-02-2025,MG,Instagram Ads,Entregue,2.0
PED103131,CLI2625,Moda,Tênis Casual,79.19,1,13-02-2025,PA,Instagram Ads,entregue,5.0
PED102061,CLI1012,Esporte,Garrafa Térmica,108.87,1,31-03-2025,GO,Orgânico,Em transporte,5.0
PED102571,CLI2047,Casa e Decoração,Luminária LED,109.67,1,19-01-2025,PA,Orgânico,Entregue,
PED103103,CLI2633,Eletrônicos,Carregador USB-C,131.39,1,09-02-2025,CE,Google Ads,entregue,5.0
PED103333,CLI2730,Eletrônicos,Carregador USB-C,167.92,1,2025-05-21,DF,Google Ads,Cancelado,
PED100603,CLI1044,Moda,Camiseta Básica,70.73,1,2025-07-11,BA,Indicação,Entregue,2.0
PED100865,CLI2577,Livros,Biografia,55.44,2,16-01-2025,BA,E-mail Marketing,entregue,5.0
PED101890,CLI1270,Esporte,Tênis de Corrida,89.0,1,2025-08-29,GO,Instagram Ads,Entregue,4.0
PED104042,CLI1878,Livros,Livro de Autoajuda,26.73,2,26-01-2025,CE,Orgânico,Entregue,4.0
PED104702,CLI2232,Beleza,Perfume,31.08,2,21-06-2025,RS,Orgânico,entregue,5.0
PED104642,CLI2329,Livros,Livro Técnico,54.12,1,13-03-2025,RJ,Orgânico,Entregue,3.0
PED103367,CLI1094,Casa e Decoração,Tapete,78.14,1,05/10/2025,PE,Orgânico,Em transporte,5.0
PED101280,CLI1462,Livros,Romance Best-seller,27.72,5,2025-09-15,BA,Instagram Ads,Entregue,
PED100830,CLI2622,Beleza,Base Líquida,38.86,2,28-02-2025,CE,Orgânico,Entregue,4.0
PED103149,CLI2782,Livros,Quadrinhos,18.98,1,09/07/2025,RJ,Orgânico,Entregue,3.0
PED103799,CLI1766,Beleza,Secador de Cabelo,33.02,1,03/02/2025,CE,Instagram Ads,Entregue,5.0
PED101904,CLI2769,Livros,Quadrinhos,53.32,3,03-01-2025,RJ,Orgânico,Cancelado,5.0
PED102050,CLI1013,Moda,Boné,96.65,1,21-02-2025,PE,Orgânico,entregue,4.0
PED101302,CLI1219,Beleza,Kit Skincare,61.2,1,11-02-2025,PR,Orgânico,Em transporte,4.0
PED100328,CLI2991,Beleza,Secador de Cabelo,67.9,2,26-05-2025,RS,Orgânico,Entregue,5.0
PED101704,CLI1610,Beleza,Perfume,64.43,1,30-03-2025,DF,Instagram Ads,Entregue,4.0
PED102493,CLI1396,Esporte,Garrafa Térmica,103.97,1,08/07/2025,MG,Google Ads,Entregue,5.0
PED102279,CLI2624,Casa e Decoração,Almofada,87.18,1,03/09/2025,MG,Google Ads,Devolvido,5.0
PED104025,CLI2116,Moda,Boné,97.21,2,31-03-2025,PE,Google Ads,ENTREGUE,5.0
PED100479,CLI2278,Esporte,Garrafa Térmica,150.97,1,17-02-2025,DF,Instagram Ads,Entregue,1.0
PED103629,CLI2350,Livros,Livro Técnico,35.24,1,10-03-2025,SP,Instagram Ads,Cancelado,3.0
PED101175,CLI1597,Eletrônicos,Fone Bluetooth,231.07,2,2025-11-29,CE,Instagram Ads,Entregue,
PED104685,CLI1766,Casa e Decoração,Vaso Decorativo,94.68,2,23-06-2025,RJ,Indicação,Em transporte,4.0
PED102957,CLI1917,Moda,Bermuda,54.54,1,2025-01-21,AM,E-mail Marketing,Entregue,
PED104010,CLI1904,Casa e Decoração,Vaso Decorativo,96.03,1,2025-03-01,RJ,E-mail Marketing,Cancelado,5.0
PED100117,CLI1720,Eletrônicos,Caixa de Som,181.91,1,25-05-2025,DF,,Entregue,2.0
PED102862,CLI1630,Moda,Bermuda,85.78,2,17/06/2025,CE,Orgânico,Cancelado,5.0
PED100879,CLI1720,Beleza,Perfume,29.12,1,22-02-2025,SC,Google Ads,Entregue,5.0
PED101029,CLI1096,Moda,Bermuda,81.62,3,20-04-2025,SP,Orgânico,Em transporte,1.0
PED100466,CLI2831,Moda,Camiseta Básica,52.66,1,25-01-2025,MG,Orgânico,Cancelado,
PED104432,CLI2726,Livros,Romance Best-seller,41.29,1,29/11/2025,GO,,Entregue,1.0
PED103083,CLI1779,Eletrônicos,Smartwatch,151.27,2,07-02-2025,SC,Orgânico,Em transporte,5.0
PED101901,CLI2026,Beleza,Base Líquida,85.47,1,21-02-2025,DF,,Entregue,1.0
PED101975,CLI1542,Livros,Livro Técnico,59.25,2,09-01-2025,BA,Instagram Ads,Entregue,5.0
PED100776,CLI1071,Moda,Jaqueta Jeans,71.04,1,11/01/2025,SC,Orgânico,Entregue,5.0
PED101786,CLI1643,Esporte,Kit Halteres,130.84,1,30-05-2025,CE,Indicação,Em transporte,5.0
PED104579,CLI2428,Eletrônicos,Smartwatch,154.43,1,15-01-2025,PA,Orgânico,entregue,5.0
PED104998,CLI1022,Casa e Decoração,Jogo de Panelas,89.5,1,06-03-2025,MG,Indicação,Entregue,3.0
PED100084,CLI2142,Moda,Jaqueta Jeans,44.92,2,2025-10-09,RJ,Google Ads,Entregue,5.0
PED101665,CLI1179,Livros,Livro de Autoajuda,48.11,3,2025-02-14,SC,Google Ads,Devolvido,5.0
PED103487,CLI1645,Livros,Quadrinhos,40.23,2,24-02-2025,PR,E-mail Marketing,Devolvido,
PED102789,CLI1602,Casa e Decoração,Tapete,28.93,3,21-01-2025,RS,Orgânico,Entregue,
PED102143,CLI2904,Esporte,Garrafa Térmica,85.01,2,11-06-2025,BA,Instagram Ads,Entregue,5.0
PED102199,CLI1011,Livros,Livro de Autoajuda,73.97,1,29-03-2025,CE,Google Ads,Entregue,
PED100511,CLI2264,Beleza,Kit Skincare,37.67,2,20-11-2025,SP,Instagram Ads,Entregue,5.0
PED103209,CLI2542,Moda,Tênis Casual,110.11,2,11-10-2025,AM,Google Ads,Entregue,
PED100731,CLI1159,Moda,Boné,79.85,2,17-03-2025,BA,Instagram Ads,Entregue,5.0
PED102220,CLI1578,Casa e Decoração,Vaso Decorativo,91.95,2,14-09-2025,BA,Google Ads,Entregue,4.0
PED102783,CLI1410,Livros,Quadrinhos  ,62.02,1,05-04-2025,PE,Google Ads,Cancelado,5.0
PED102002,CLI2084,Esporte,Garrafa Térmica,162.97,1,2025-02-01,AM,Google Ads,Cancelado,
PED104968,CLI1503,Beleza,Base Líquida,68.28,1,04/02/2025,DF,E-mail Marketing,Entregue,5.0
PED103666,CLI2640,Moda,Boné  ,73.87,1,27-02-2025,DF,Google Ads,Entregue,5.0
PED104667,CLI1422,Eletrônicos,Caixa de Som,155.5,1,21-01-2025,CE,Instagram Ads,ENTREGUE,
PED101633,CLI1174,Casa e Decoração,Luminária LED,79.01,1,2025-03-24,BA,E-mail Marketing,Em transporte,3.0
PED102757,CLI1533,Casa e Decoração,Luminária LED,100.03,1,05-11-2025,BA,Google Ads,Entregue,4.0
PED102859,CLI1791,Casa e Decoração,Jogo de Panelas,71.15,1,21/04/2025,MG,Google Ads,Em transporte,
PED101184,CLI1743,Beleza,Secador de Cabelo,50.54,2,08-01-2025,DF,Instagram Ads,Entregue,5.0
